mote_id,type,seq_id,etx,hop_count,energy,degree,sent_time,received_time,latency,initial_energy,energy_consumed
20,High,19,629,10,48598374,2,1140784,,,48600000,1626
16,High,19,1783,10,48598222,3,1140785,,,48600000,1778
10,Low,19,805,7,16197909,5,1140868,,,16200000,2091
12,Low,19,999,8,16197760,5,1140906,,,16200000,2240
22,High,19,903,10,48598340,2,1140975,,,48600000,1660
9,Low,19,1133,7,16197323,5,1141021,,,16200000,2677
19,High,19,324,4,48598026,6,1141031,,,48600000,1974
17,High,19,1426,12,48598269,2,1141121,,,48600000,1731
5,Weak,19,657,3,32397848,6,1141157,,,32400000,2152
13,Low,19,651,10,16198364,2,1141196,,,16200000,1636
3,Weak,19,853,7,32398423,3,1141211,,,32400000,1577
21,High,19,1050,5,48597794,6,1141219,,,48600000,2206
23,High,19,773,6,48598010,6,1141257,,,48600000,1990
24,High,20,1184,8,48598172,3,1200347,,,48600000,1828
8,Low,20,819,4,16197264,6,1200385,,,16200000,2736
11,Low,20,725,3,16197624,6,1200503,,,16200000,2376
2,Weak,20,601,6,32398110,5,1200548,,,32400000,1890
6,Weak,20,571,10,32398897,2,1200562,,,32400000,1103
4,Weak,20,1435,6,32398220,6,1200660,,,32400000,1780
7,Weak,20,1113,7,32398274,3,1200713,,,32400000,1726
14,High,20,1430,11,48598157,2,1200762,,,48600000,1843
18,High,20,794,4,48597579,6,1200771,,,48600000,2421
15,High,20,1138,10,48598315,2,1200774,,,48600000,1685
25,High,20,1074,11,48598146,2,1200779,,,48600000,1854
20,High,20,822,10,48598308,2,1200784,,,48600000,1692
16,High,20,1681,9,48598166,3,1200785,,,48600000,1834
10,Low,20,723,7,16197829,5,1200868,,,16200000,2171
12,Low,20,1087,8,16197678,5,1200906,,,16200000,2322
22,High,20,1068,10,48598252,2,1200975,,,48600000,1748
9,Low,20,1083,7,16197241,5,1201020,,,16200000,2759
5,Weak,20,698,3,32397767,6,1201027,,,32400000,2233
19,High,20,1063,5,48597881,6,1201031,,,48600000,2119
17,High,20,1385,12,48598209,2,1201121,,,48600000,1791
13,Low,20,637,10,16198314,2,1201196,,,16200000,1686
3,Weak,20,895,7,32398365,3,1201211,,,32400000,1635
21,High,20,917,4,48597700,6,1201219,,,48600000,2300
23,High,20,823,6,48597912,6,1201258,,,48600000,2088
24,High,21,1058,8,48598110,3,1260347,,,48600000,1890
8,Low,21,771,4,16197176,6,1260385,,,16200000,2824
11,Low,21,592,3,16197445,6,1260503,,,16200000,2555
2,Weak,21,566,6,32398054,5,1260548,,,32400000,1946
6,Weak,21,641,10,32398839,2,1260562,,,32400000,1161
4,Weak,21,688,5,32398113,6,1260660,,,32400000,1887
7,Weak,21,1019,6,32398211,3,1260713,,,32400000,1789
14,High,21,1543,11,48598090,2,1260762,,,48600000,1910
18,High,21,1013,4,48597462,6,1260771,,,48600000,2538
15,High,21,1280,10,48598245,2,1260774,,,48600000,1755
25,High,21,972,11,48598003,2,1260779,,,48600000,1997
20,High,21,867,11,48598230,2,1260784,,,48600000,1770
16,High,21,1768,10,48598090,3,1260785,,,48600000,1910
10,Low,21,906,8,16197743,5,1260869,,,16200000,2257
12,Low,21,979,7,16197603,5,1260906,,,16200000,2397
22,High,21,620,10,48598148,2,1260975,,,48600000,1852
9,Low,21,871,6,16197119,5,1261020,,,16200000,2881
19,High,21,1059,5,48597820,6,1261031,,,48600000,2180
5,Weak,21,778,4,32397651,6,1261033,,,32400000,2349
17,High,21,1323,11,48598155,2,1261121,,,48600000,1845
13,Low,21,829,11,16198248,2,1261196,,,16200000,1752
3,Weak,21,1057,8,32398281,3,1261211,,,32400000,1719
21,High,21,1081,5,48597613,6,1261219,,,48600000,2387
23,High,21,868,6,48597826,6,1261258,,,48600000,2174
